M2090, Double Complex, (N, time in seconds) CUFFT 4.1

2048, 1.65168e-05
4096, 2.26464e-05
8192, 2.25613e-05
16384, 2.24627e-05
32768, 3.27914e-05
65536, 5.40362e-05
131072, 0.000129447
262144, 0.000257656
524288, 0.000505915
1048576, 0.00101692
2097152, 0.00220009
4194304, 0.00446343
8388608, 0.0102971
16777216, 0.0215097
33554432, 0.0502731
67108864, 0.102278
134217728, 0.207141
